序号,单元,单元名称,小标题,习题,来源,习题描述,答案,答案验证,题型,知识点1,知识点2,考点,日期,流程,备注,
141,第九章,欧几里得空间,欧几里得空间,1(2),课后习题,"设$A=(a_{ij})$是一个n级正定矩阵，而$a=(x_1,...,x_n),b=(y_1,...,y_n)$在R中定义内积为$(a,b)=aAb'$，求在单位向量的度量矩阵",B=A,https://www.doc88.com/p-8791435351191.html,计算,根据基计算度量矩阵,"$a_{ij}=(\epsilon_i,\epsilon_j)$",,20210609,,,
142,第九章,欧几里得空间,欧几里得空间,1(3),课后习题,"设$A=(a_{ij})$是一个n级正定矩阵，而$a=(x_1,...,x_n),b=(y_1,...,y_n)$在R中定义内积为$(a,b)=aAb'$，写出柯西-布涅科夫斯基不等式","柯西-布涅科夫斯基不等式即：$(a,b) \leq |a||b|$,自己再推一下",https://www.doc88.com/p-8791435351191.html,计算,柯西-布涅科夫斯基不等式,向量的距离,,20210609,,,
143,第九章,欧几里得空间,欧几里得空间,2(1),课后习题,"在$R^4$中，求a,b的夹角$<a,b>$，设$a=(2,1,3,2),b=(1,2,-2,1)$",$\frac{\pi}{2}$,https://www.doc88.com/p-8791435351191.html,计算,内积,向量的夹角,,20210609,,,
144,第九章,欧几里得空间,欧几里得空间,2(2),课后习题,"在$R^4$中，求a,b的夹角$<a,b>$，设$a=(1,2,2,3),b=(3,1,5,1)$",$\frac{\pi}{4}$,https://www.doc88.com/p-8791435351191.html,计算,内积,向量的夹角,,20210609,,,
145,第九章,欧几里得空间,欧几里得空间,2(3),课后习题,"在$R^4$中，求a,b的夹角$<a,b>$，设$a=(1,1,1,2),b=(3,1,-1,0)$",$arc^{-1}\frac{3}{\sqrt{77}}$,https://www.doc88.com/p-8791435351191.html,计算,内积,向量的夹角,,20210609,,,
146,第九章,欧几里得空间,欧几里得空间,3,课后习题,"$d(a,b)=|a-b|$通常称为a与b的距离，证明$d(a,r) \leq d(a,b)+d(b,r)$",|a-r|=|(a-b)+(b-r)|,https://www.doc88.com/p-8791435351191.html,证明题,距离,距离的定义,,20210609,,,
,第九章,欧几里得空间,欧几里得空间,4,课后习题,"在$R^4$中求一单位向量与$(1,1,-1,1),(1,-1,-1,1),(2,1,1,3)$正交","$\eta=\frac{1}{\sqrt{26}}(4,0,1,-3)$",https://www.doc88.com/p-8791435351191.html,计算,正交向量,向量正交内积为0,,20210609,,,
,第九章,欧几里得空间,欧几里得空间,5(1),课后习题,"设$a_1,a_2,...,a_n$是欧式空间V的一组基，证明：如果$r \in V$使得$(r,a_i)=0,i=1,2,...$则r=0","根据基与向量的关系，r可以由基线性表出；根据(r,r)=0得到r=0",https://www.doc88.com/p-8791435351191.html,证明题,内积为0,"(a,a)=0则a=0",,20210609,,,
,第九章,欧几里得空间,欧几里得空间,5(2),课后习题,"如果$r_1,r_2 \in V$使得任意$a \in V$有$(r_1,a)=(r_2,a)$，那么$r_1=r_2$","根据如果$r \in V$使得$(r,a_i)=0,i=1,2,...$则r=0，当任意a为基向量使，得到$r_1-r_2=0$，即$r_1=r_2$",https://www.doc88.com/p-8791435351191.html,证明题,"根据如果$r \in V$使得$(r,a_i)=0,i=1,2,...$则r=0",,,20210609,,,
,第九章,欧几里得空间,欧几里得空间,6,课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3$是三维欧式空间的一组标准正交基，证明：$a_1=\frac{1}{3}(2\epsilon_1+2\epsilon_2-\epsilon_3),a_2=\frac{1}{3}(2\epsilon_1-\epsilon_2+2\epsilon_3),a_3=\frac{1}{3}(\epsilon_1-2\epsilon_2-2\epsilon_3)$也是一组标准正交基。","证明向量正交：$(a_1,a_2)=(a_1,a_3)=(a_2,a_3)=0$，然后$|a_i|=\sqrt{(a_i,a_i)}=1$表示向量是单位向量，最后得向量是一组标准正交基",https://www.doc88.com/p-8791435351191.html,证明题,正交向量,向量正交内积为0,,20210610,,,
,第九章,欧几里得空间,欧几里得空间,7,课后习题,"设$\epsilon_1,...,\epsilon_5$是五维欧式空间V的一组标准正交基，$V_1=L(a_1,a_2,a_3)$，其中$a_1=\epsilon_1+\epsilon_5,a_2=\epsilon_1-\epsilon_2+\epsilon_4,a_3=2\epsilon_1+\epsilon_2+\epsilon_3$，求$V_1$的一组标准正交基","$\eta_1=\frac{\sqrt{2}}{2}(\epsilon_1+\epsilon_5),\eta_2=\frac{\sqrt{10}}{10}(\epsilon_1-2\epsilon_2+2\epsilon_4-\epsilon_5),\eta_3=\frac{1}{2}(\epsilon_1+\epsilon_2+\epsilon_3-\epsilon_5)$",https://www.doc88.com/p-8791435351191.html,计算题,施密特正交化,对象是线性无关的,,20210610,,然后套模板就好了,
,第九章,欧几里得空间,欧几里得空间,8,课后习题,求齐次线性方程组$\begin{cases}2x_1+x_2-x_3+x_4-3x_3=0\\x_1+x_2-x_3+x_5=0\end{cases}$的解空间的一组标准正交基,"$\eta_1=\frac{1}{3\sqrt{3}}(1,0,0,-5,-1),\eta_2=\frac{1}{3\sqrt{15}}(-7,9,0,-1,-2),\eta_3=\frac{1}{3\sqrt{35}}(7,6,15,1,2)$",https://www.doc88.com/p-8791435351191.html,计算题,施密特正交化,方程组求解,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,9,课后习题,"在$R[x]_4$中定义内积$f(x,y)=\int_{-1}^1f(x)g(x)dx$，求$R[x]_4$的一组标准正交基（由基$1,x,x^2,x^3$出发）","$\eta_1=\frac{\sqrt{2}}{2},\eta_2=\frac{\sqrt{6}}{2x},\eta_3=\frac{\sqrt{10}}{4}(3x^2-1),\eta_4=\frac{\sqrt{14}}{4}(5x^3-3x)$",https://www.doc88.com/p-8791435351191.html,计算题,施密特正交化,多项式内积,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,10(1),课后习题,"设V是一n维欧式空间，$a \neq 0$是V中一固定向量。证明$V_1=\{x|(x,a)=0, x\in V\}$是V的一子空间。",(1)包含0元素证明非空；（2）加法和数乘封闭,https://www.doc88.com/p-8791435351191.html,证明题,子空间的证明,内积的子空间,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,10(2),课后习题,设V是一n维欧式空间，$a \neq 0$是V中一固定向量。证明$V_1$的维度等于$n-1$,"n维V空间中可以由a扩充出一组正交基$a,\eta_2,...,\eta_n$，因为$V_1$是$(x,a)=0$的x组成的集合，任意属于$V_1$的向量$\beta$可以被$a,\eta_2,...,\eta_n$线性表出，由$(\beta,a)=0$可以推导$k_1=0$，从而有$\beta$是关于$\eta_2,...,\eta_n$的线性表出，维度是n-1",https://www.doc88.com/p-8791435351191.html,证明题,子空间的维度,线性表出,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,11(1),课后习题,证明：欧式空间中不同基的度量矩阵是合同的,暂放,https://www.doc88.com/p-8791435351191.html,证明题,合同的证明,度量矩阵合同证明,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,11(2),课后习题,证明：任意欧式空间都存在标准正交基,度量矩阵与单位矩阵合同，单位矩阵对应的的基为标准正交基,https://www.doc88.com/p-8791435351191.html,证明题,标准正交基,度量矩阵与单位矩阵合同,,20210614,,正定矩阵与单位矩阵合同,
,第九章,欧几里得空间,欧几里得空间,12,课后习题,"设$a_1,...,a_m$是n维欧式空间V中一组向量，而$\Delta=\left[\begin{matrix}(a_1,a_1)&(a_1,a_2)&...&(a_1,a_m)\\(a_2,a_1)&(a_2,a_2)&...&(a_2,a_m)\\...&...&...&...\\(a_m,a_1)&(a_m,a_2)&...&(a_m,a_m)\end{matrix}\right]$，证明：当且仅当$|\Delta|\neq 0$时$a_1,...,a_m$线性无关","设向量$a_1,...,a_m$有线性关系$k_1a_1+...+k_ma_m=0$，任意$a_i$与方程求内积仅有零解的充要条件是$|\Delta|\neq0$",https://www.doc88.com/p-8791435351191.html,证明题,线性无关证明,行列式与非零解的关系,,20210614,,线性有关无关的先表示为$k_1a_1+...+k_na_n=0$，有非零解线性相关，只有零解线性无关,
,第九章,欧几里得空间,欧几里得空间,13,课后习题,证明：上三角的正交矩阵必为对角矩阵，且对角线上的元素为+1或-1,A是上三角矩阵，其逆也是上三角矩阵，由正交矩阵$A'=A^{-1}$可得A是对角阵，由于$AA'=E$可知对角线上的元素为+1或-1,https://www.doc88.com/p-8791435351191.html,证明题,对角矩阵,正交矩阵,,20210614,,上三角矩阵的逆也是上三角矩阵,
,第九章,欧几里得空间,欧几里得空间,14(1),课后习题,设A是一个n级实矩阵，且$|A|\neq0$，证明A可以分解成$A=QT$，其中Q是正交矩阵，T是一个上三角矩阵，其中$t_{ij}>0$，并证明这个分解是唯一的。,暂放,https://www.doc88.com/p-8791435351191.html,证明题,正交分解,上三角形,,20210614,,任意实矩阵可以正交分解,
,第九章,欧几里得空间,欧几里得空间,14(2),课后习题,设A是一个n级正定矩阵，证明存在一上三角矩阵T使得$A=T'T$,因为A是正定的，所以A与E是合同的，存在可逆矩阵C使得$A=C'EC=C'C$。任意实矩阵可以正交分解$C=QT$，其中Q是正交矩阵，T是上三角矩阵，由于正交矩阵有$Q'Q=E$，所以$A=C'C=(QT)'QT=T'Q'QT=T'T$,https://www.doc88.com/p-8791435351191.html,证明题,正交分解,正交矩阵,,20210614,,正定矩阵与E合同,
,第九章,欧几里得空间,欧几里得空间,15(1),课后习题,"设$\eta$是欧式空间中一单位向量，定义$\mathscr{A}a=a-2(\eta,a)\eta$，证明：$\mathscr{A}$是正交变换，这样的正交变换称为镜面反射。","(1)证明变换是线性变换$\scr{A}(k_1a+k_2b)=k_1\scr{A}a+k_2\scr{A}b$；(2)证明变换是正交变换$(\scr{A}a,\scr{A}b)=(a,b)$",https://www.doc88.com/p-8791435351191.html,证明题,正交变换证明,正交变换,镜面变换,20210614,,证明变换是线性变换：$\scr{A}(k_1a+k_2b)=k_1\scr{A}a+k_2\scr{A}b$,
,第九章,欧几里得空间,欧几里得空间,15(2),课后习题,"设$\eta$是欧式空间中一单位向量，定义$\mathscr{A}a=a-2(\eta,a)\eta$，证明变化$\mathscr{A}$是第二类的","将$\eta$扩充成欧式空间的一组标准正交基$\eta,\epsilon_2,...,\epsilon_n$，带入变换公式可得变换的矩阵A，行列式值为-1",https://www.doc88.com/p-8791435351191.html,证明题,第二类的，行列式为-1,,向量扩充大法,20210614,,,
,第九章,欧几里得空间,欧几里得空间,15(3),课后习题,如果n维欧式空间中，正交变换$\mathscr{A}$以1为作为特征值，且属于特征值1的特征子空间$V_1$的维数为n-1，那么$\mathscr{A}$是镜面反射。,暂放,https://www.doc88.com/p-8791435351191.html,证明题,镜面反射,特征值推出对角化矩阵,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,16,课后习题,证明：反对称实数矩阵的特征值是零或纯虚数,暂放,https://www.doc88.com/p-8791435351191.html,证明题,实反对称矩阵,特征值为0或虚数,,20210614,课本：实对称矩阵的特征值都是实数,设A为n阶实矩阵，如果$A'=-A$，则称A为实反对称矩阵,
,第九章,欧几里得空间,欧几里得空间,17(1),课后习题,求正交矩阵T使得T'AT成对角阵，其中$A=\left[\begin{matrix}2&-2&0\\-2&1&-2\\0&-2&0\end{matrix}\right]$,"$T=\frac{1}{3}\left[\begin{matrix}-2&2&1\\-1&-2&2\\2&1&2\end{matrix}\right]$，$T'AT=diag(1,4,-2)$",https://www.doc88.com/p-8791435351191.html,计算题,正交对角化,求特征值特征向量,,20210614,![](C:\Users\lalalala\mathProject\高等代数\images\正交对角化流程.png),正交对角化,
,第九章,欧几里得空间,欧几里得空间,17(2),课后习题,求正交矩阵T使得T'AT成对角阵，其中$A=\left[\begin{matrix}2&2&-2\\2&5&-4\\-2&-4&5\end{matrix}\right]$,"$T=\left[\begin{matrix}-\frac{1}{3}&-\frac{2}{\sqrt{5}}&\frac{3}{3\sqrt{5}}\\-\frac{2}{3}&\frac{1}{\sqrt{5}}&\frac{4}{3\sqrt{5}}\\\frac{2}{3}&0&\frac{5}{3\sqrt{5}}\end{matrix}\right]$,$T'AT=diag(10,1,1)$",https://www.doc88.com/p-8791435351191.html,计算题,正交对角化,求特征值特征向量,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,17(3),课后习题,求正交矩阵T使得T'AT成对角阵，其中$A=\left[\begin{matrix}0&0&4&1\\0&0&1&4\\4&1&0&0\\1&4&0&0\end{matrix}\right]$,![](C:\Users\lalalala\mathProject\高等代数\images\欧几里得空间29.png),https://www.doc88.com/p-8791435351191.html,计算题,正交对角化,求特征值特征向量,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,17(4),课后习题,求正交矩阵T使得T'AT成对角阵，其中$A=\left[\begin{matrix}-1&-3&3&-3\\-3&-1&-3&3\\3&-3&-1&-3\\-3&3&-3&-1\end{matrix}\right]$,![](..\高等代数\images\欧几里得空间30.png),https://www.doc88.com/p-8791435351191.html,计算题,正交对角化,求特征值特征向量,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,17(5),课后习题,求正交矩阵T使得T'AT成对角阵，其中$A=\left[\begin{matrix}1&1&1&1\\1&1&1&1\\1&1&1&1\\1&1&1&1\end{matrix}\right]$,![](..\高等代数\images\欧几里得空间31.png),https://www.doc88.com/p-8791435351191.html,计算题,正交对角化,求特征值特征向量,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,18(1),课后习题,用正交线性替换二次型$x_1^2+2x_2^2+3x_3^2-4x_1x_2-4x_2x_3$为标准型,"$T=\frac{1}{3}\left[\begin{matrix}2&2&1\\-1&2&-2\\2&1&2\end{matrix}\right], X'AX=2y_1^2-y_2^2+5y_3^2$",https://www.doc88.com/p-8791435351191.html,计算题,二次型化为标准型,正交对角化,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,18(2),课后习题,用正交线性替换二次型$x_1^2-2x_2^2-2x_3^2-4x_1x_2+4x_1x_3+8x_2x_3$为标准型,![](..\高等代数\images\欧几里得空间33.png),https://www.doc88.com/p-8791435351191.html,计算题,二次型化为标准型,正交对角化,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,18(3),课后习题,用正交线性替换二次型$2x_1x_2+2x_3x_4$为标准型,![](..\高等代数\images\欧几里得空间34.png),https://www.doc88.com/p-8791435351191.html,计算题,二次型化为标准型,正交对角化,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,18(4),课后习题,用正交线性替换二次型$x_1^2+x_2^2+x_3^2+x_4^2-2x_1x_2+6x_1x_3-4x_1x_4-4x_2x_3+6x_2x_4-2x_3x_4$为标准型,![](..\高等代数\images\欧几里得空间35.png),https://www.doc88.com/p-8791435351191.html,计算题,二次型化为标准型,正交对角化,,20210614,,,
,第九章,欧几里得空间,欧几里得空间,19,课后习题,设A是n级实对称矩阵，证明：A正定的充要条件是A的特征多项式的根全部大于0,![](C:\Users\lalalala\mathProject\高等代数\images\欧几里得空间36.png),https://www.doc88.com/p-8791435351191.html,证明题,实对称矩阵,二次型标准型,,20210615,,,
,第九章,欧几里得空间,欧几里得空间,20,课后习题,设A是n级实矩阵，证明存在正交矩阵T使得$T^{-1}AT$为三角矩阵的充分必要条件是A的特征多项式的根全是实的。,暂放,https://www.doc88.com/p-8791435351191.html,证明题,实矩阵,三角矩阵,,20210615,,,
,第九章,欧几里得空间,欧几里得空间,21,课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,22,课后习题,设A是n级实对称矩阵，且$A^2=A$，证明存在正交矩阵T使得$T^{-1}AT=\left[\begin{matrix}1\\ &1\\&&...&\\&&&&1\\&&&&&0\\&&&&&&...\\&&&&&&&0\end{matrix}\right]$,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,23,课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,24(1),课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,24(2),课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,25,课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,26,课后习题,,,,,,,,,,,
,第九章,欧几里得空间,欧几里得空间,27,课后习题,,,,,,,,,,,
112,第七章,线性变换,线性变换,1(1),课后习题,"在线性空间V中，$\mathscr{A}\xi = \xi+a,(a\in V)$，判断是否为线性变换",当$a=0$时，是;  当$a \neq 0$时，不是,课后答案,判断题,是否是线性变换,向量的线性变换,不会考，太基础了,20210422,![](C:\Users\lalalala\mathProject\高等代数\images\判断是否为线性变换的逻辑.png),0映射，加法和数乘,
113,第七章,线性变换,线性变换,1(2),课后习题,"在线性空间V中，$\mathscr{A}\xi = a,(a\in V)$，判断是否为线性变换",当$a=0$时，是;  当$a \neq 0$时，不是,课后答案,判断题,是否是线性变换,向量的线性变换,不会考，太基础了,20210422,,,
114,第七章,线性变换,线性变换,1(3),课后习题,"在$P^3$中$\mathscr{A}(x_1,x_2,x_3)=(x_1^2,x_2+x_3,x_3^2)$是否为线性变换",不满足加法与数乘运算，因此不是线性变换,课后答案,判断题,是否是线性变换,向量的线性变换,不会考，太基础了,20210422,,,
115,第七章,线性变换,线性变换,1(4),课后习题,"在$P^3$中$\mathscr{A}(x_1,x_2,x_3)=(2x_1-x_2,x_2+x_3,x_1)$是否为线性变换",是,课后答案,判断题,是否是线性变换,向量的线性变换,不会考，太基础了,20210422,,,
116,第七章,线性变换,线性变换,1(5),课后习题,在P[x]中，$\mathscr{A}f(x)=f(x+1)$是否为线性变换,是,课后答案,判断题,是否是线性变换,多项式的线性变换,不会考，太基础了,20210422,,,
117,第七章,线性变换,线性变换,1(6),课后习题,在P[x]中，$\mathscr{A}f(x)=f(x_0)$是否为线性变换,是,课后答案,判断题,是否是线性变换,多项式的线性变换,不会考，太基础了,20210422,,,
118,第七章,线性变换,线性变换,1(7),课后习题,把复数域看作复数域上的线性空间，$\mathscr{A}\xi=\overline{\xi}$,否，数乘不满足,课后答案,判断题,是否是线性变换,复数域上的线性变换，共轭复数,不会考，太基础了,20210422,,,
119,第七章,线性变换,线性变换,1(8),课后习题,"在$P^{n*n}$中，$\mathscr{A}(X)=BXC$,($B,C \in P^{n*n}$是固定矩阵)",是,课后答案,判断题,是否是线性变换,方阵的的线性变换,不会考，太基础了,20210422,,,
120,第七章,线性变换,线性变换,2,课后习题,"在几何空间中，取直角坐标系oxy,$\mathscr{A}$表示将空间绕ox轴由oy向oz方向旋转90度的变换,$\mathscr{B}$表示由oy向ox方向旋转90度的变换,$\mathscr{C}$表示将空间绕oz轴由ox向oy方向旋转90度的变换,证明$\mathscr{A}^4 = \mathscr{B}^4 = \mathscr{C}^4=E,\mathscr{A}\neq \mathscr{B}$",![](.\高等代数\images\线性变换6.png),课后答案,证明题,线性变换,旋转与坐标变换,,20210423,,,
121,第七章,线性变换,线性变换,3,课后习题,"在P[x]中，$\mathscr{A}f(x)=f'(x),\mathscr{B}f(x)=xf(x)$，证明$\mathscr{A}\mathscr{B}-\mathscr{B}\mathscr{A}=\mathscr{E}$",![](.\高等代数\images\线性变换7.png),课后答案,证明题,线性变换运算,线性变换的减法,,20210423,,,
122,第七章,线性变换,线性变换,4,课后习题,设$\mathscr{A}\mathscr{B}$是线性变换，如果$\mathscr{A}\mathscr{B}-\mathscr{B}\mathscr{A}=\mathscr{E}$，证明$\mathscr{A}^k\mathscr{B}-\mathscr{B}\mathscr{A}^k=k\mathscr{A}^{k-1}(k>1)$,![](.\高等代数\images\线性变换8.png),课后答案,证明题,线性变换运算,归纳法,,20210423,,,
123,第七章,线性变换,线性变换,5,课后习题,证明：可逆变换是双射,![](.\高等代数\images\线性变换9.png),课后答案,证明题,可逆线性变换,双射证明,,20210423,,双射是单射和满射，即一一对应又位置全占满,
124,第七章,线性变换,线性变换,6,课后习题,"设$\epsilon_1,\epsilon_2,...,\epsilon_n$是线性空间V的一组基，$\mathscr{A}$是V上的线性变换，证明：$\mathscr{A}$可逆当且仅当$\mathscr{A}\epsilon_1,...,\mathscr{A}\epsilon_n$线性无关",暂放，抄答案都没抄明白,课后答案,证明题,线性变换可逆,线性变换可逆与矩阵可逆对应,,20210425,,其实没有很懂,
125,第七章,线性变换,线性变换,7(1),课后习题,"在$P^3$中$\mathscr{A}(x_1,x_2,x_3)=(2x_1-x_2,x_2+x_3,x_1)$，求变换$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵",![](.\高等代数\images\线性变换13.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,![](C:\Users\lalalala\mathProject\高等代数\images\如何根据线性变换和基寻找恶魔果实.png),,
,第七章,线性变换,线性变换,7(2),课后习题,"$[0,\epsilon_1,\epsilon_2]$是平面上一直角坐标系，$\mathscr{A}$是平面上的向量对第一和第三象限角的平分线的垂直投影，$\mathscr{B}$是平面上的向量对$\epsilon_2$的垂直投影，求$\mathscr{A},\mathscr{B},\mathscr{AB}$在基$\epsilon_1,\epsilon_2$下的矩阵。",暂放，抄答案都没抄明白,课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,,,,
126,第七章,线性变换,线性变换,7(3),课后习题,"在空间$P[x]_n$中，设变换$\mathscr{A}$为$f(x) \to f(x+1)-f(x)$，$\mathscr{A}$在基$\epsilon_0=1,\epsilon=\frac{x(x-1)...(x-i+1)}{i!},(i=1,2,...,n-1)$",![](.\高等代数\images\线性变换14.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
127,第七章,线性变换,线性变换,7(4),课后习题,"六个函数的所有实系数线性组合构成实系数域上一个六维线性空间，求微分变换$\mathscr{D}$的矩阵
$\epsilon_1=e^{ax}cosbx,\epsilon_2=e^{ax}sinbx,\epsilon_3=xe^{ax}cosbx, \epsilon_4=xe^{ax}sinbx,\epsilon_5=0.5x^2e^{ax}cosbx,\epsilon_6=0.5x^2e^{ax}sinbx$",![](.\高等代数\images\线性变换15.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
128,第七章,线性变换,线性变换,7(5),课后习题,"已知$P^3$中线性变换$\mathscr{A}$在基$\eta_1=(-1,1,1),\eta_2=(1,0,-1),\eta_3=(0,1,1)$下的矩阵是[[1,0,1],[1,1,0],[-1,2,1]]，求$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵",![](.\高等代数\images\线性变换16.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
129,第七章,线性变换,线性变换,7(6),课后习题,"在$P^3$中，$\mathscr{A}$定义如下$\mathscr{A}\eta_1=(-5,0,3)$,$\mathscr{A}\eta_1=(0,-1,6)$,$\mathscr{A}\eta_1=(-5,-1,9)$
其中$\eta_1=(-1,0,2),\eta_2=(0,1,1),\eta_3=(3,-1,0)$，求$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵",![](.\高等代数\images\线性变换17.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
130,第七章,线性变换,线性变换,7(7),课后习题,"在$P^3$中，$\mathscr{A}$定义如下$\mathscr{A}\eta_1=(-5,0,3)$,$\mathscr{A}\eta_1=(0,-1,6)$,$\mathscr{A}\eta_1=(-5,-1,9)$
其中$\eta_1=(-1,0,2),\eta_2=(0,1,1),\eta_3=(3,-1,0)$，求$\mathscr{A}$在基下的$\eta_1,\eta_2,\eta_3$矩阵",![](.\高等代数\images\线性变换18.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
131,第七章,线性变换,线性变换,8,课后习题,"在$P^{2*2}$中定义线性代数$\mathscr{A}_1(X)=\left[\begin{matrix}a&b\\c&d\end{matrix}\right]X$,$\mathscr{A}_2(X)=X\left[\begin{matrix}a&b\\c&d\end{matrix}\right]$,$\mathscr{A}_3(X)=\left[\begin{matrix}a&b\\c&d\end{matrix}\right]X\left[\begin{matrix}a&b\\c&d\end{matrix}\right]$，求$\mathscr{A}_1,\mathscr{A}_2,\mathscr{A}_3$在基$E_{11},E_{12},E_{21},E_{22}$下的矩阵",![](.\高等代数\images\线性变换19.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210425,,,
,第七章,线性变换,线性变换,9(1),课后习题,"设三维线性空间V上的线性变换$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵为A，求$\mathscr{A}$在基$\epsilon_3,\epsilon_2,\epsilon_1$下的矩阵",![](.\高等代数\images\线性变换23.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210623,![](C:\Users\lalalala\mathProject\高等代数\images\如何根据线性变换和基寻找恶魔果实.png),,
,第七章,线性变换,线性变换,9(2),课后习题,"设三维线性空间V上的线性变换$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵为A，求$\mathscr{A}$在基$\epsilon_1,k\epsilon_2,\epsilon_3; k \in P, k \neq 0$下的矩阵",![](.\高等代数\images\线性变换24.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210623,,,
,第七章,线性变换,线性变换,9(3),课后习题,"设三维线性空间V上的线性变换$\mathscr{A}$在基$\epsilon_1,\epsilon_2,\epsilon_3$下的矩阵为A，求$\mathscr{A}$在基$\epsilon_1+\epsilon_2,\epsilon_2,\epsilon_3$下的矩阵",![](.\高等代数\images\线性变换25.png),课后答案,计算题,线性变换的矩阵,在基确定时推出矩阵,,20210623,,,
,第七章,线性变换,线性变换,10,课后习题,"设$\mathscr{A}$是线性空间V上的线性变换，如果$\mathscr{A}^{k-1}\xi \neq 0$但$\mathscr{A}^k\xi = 0$，求证$\xi,\mathscr{A}\xi,...,\mathscr{A}^{k-1}\xi,k>0$线性无关",![](.\高等代数\images\线性变换26.png),课后答案,证明题,线性变换线性无关,线性变换高次幂基,,20210623,,"$\xi,\mathscr{A}\xi,...,\mathscr{A}^{k-1}\xi,k>0$",
,第七章,线性变换,线性变换,11,课后习题,在n维线性空间中，设有线性变换$\mathscr{A}$与向量 $\xi$，使得$\mathscr{A}^{k-1}\xi \neq 0$但$\mathscr{A}^k\xi = 0$，求证$\mathscr{A}$在某组基下的矩阵是$\left[\begin{matrix}0&0&...&0&0\\1&0&...&0&0\\0&1&...&0&0\\...&...&...&...&...\\0&0&...&1&0\end{matrix}\right]$,![](.\高等代数\images\线性变换27.png),课后答案,证明题,线性变换线性无关,线性变换高次幂基,,20210623,,"$\xi,\mathscr{A}\xi,...,\mathscr{A}^{k-1}\xi,k>0$",线性变换高次幂基的矩阵
,第七章,线性变换,线性变换,12,课后习题,设V是数域P上n维线性空间，证明：V的与全体线性变换可以交换的线性变换是数乘变换$\mathscr{K}$,暂放,课后答案,证明题,线性变换与矩阵操作,数乘变换,,20210623,,一切n级方阵可交换的方阵必为数量矩阵kE,
,第七章,线性变换,线性变换,13,课后习题,$\mathscr{A}$是数域P上n维线性空间V的一个线性变换．证明：如果$\mathscr{A}$在任意一组基下的矩阵都相同，那么$\mathscr{A}$是数乘变换．,暂放,课后答案,证明题,线性变换与矩阵操作,数乘变换,,20210623,,,
,第七章,线性变换,线性变换,14(1),课后习题,"设$\epsilon_1,\epsilon_2,\epsilon_3,\epsilon_4$是四维线性空间V的一组基，已知线性变换$\mathscr{A}$在这组基下的矩阵为$\left[\begin{matrix}1&0&2&1\\-1&2&1&3\\1&2&5&5\\2&-2&1&-2\end{matrix}\right]$，求$\mathscr{A}$在基$\eta_1=\epsilon_1-2\epsilon_2+\epsilon_4,\eta_2=3\epsilon_2-\epsilon_3-\epsilon_4,\eta_3 = \epsilon_3+\epsilon_4,\eta_4= 2\epsilon_4$下的矩阵",![](.\高等代数\images\线性变换29.png),课后答案,计算题,同一线性变换在不同基下的矩阵,,,20210624,,,
